label,path
1,HUST-OBS/deciphered/0001/H_0001_60BB6_0.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_1.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_10.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_11.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_12.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_13.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_14.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_15.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_16.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_17.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_18.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_19.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_2.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_20.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_3.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_4.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_5.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_6.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_7.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_8.png
1,HUST-OBS/deciphered/0001/H_0001_60BB6_9.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_0.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_1.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_10.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_11.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_12.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_13.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_14.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_15.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_16.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_17.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_18.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_19.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_2.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_20.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_3.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_4.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_5.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_6.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_7.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_8.png
2,HUST-OBS/deciphered/0002/H_0002_60B1B_9.png
3,HUST-OBS/deciphered/0003/H_0003_60009_0.png
3,HUST-OBS/deciphered/0003/H_0003_60009_1.png
3,HUST-OBS/deciphered/0003/H_0003_60009_10.png
3,HUST-OBS/deciphered/0003/H_0003_60009_11.png
3,HUST-OBS/deciphered/0003/H_0003_60009_12.png
3,HUST-OBS/deciphered/0003/H_0003_60009_13.png
3,HUST-OBS/deciphered/0003/H_0003_60009_14.png
3,HUST-OBS/deciphered/0003/H_0003_60009_15.png
3,HUST-OBS/deciphered/0003/H_0003_60009_16.png
3,HUST-OBS/deciphered/0003/H_0003_60009_17.png
3,HUST-OBS/deciphered/0003/H_0003_60009_18.png
3,HUST-OBS/deciphered/0003/H_0003_60009_19.png
3,HUST-OBS/deciphered/0003/H_0003_60009_2.png
3,HUST-OBS/deciphered/0003/H_0003_60009_20.png
3,HUST-OBS/deciphered/0003/H_0003_60009_21.png
3,HUST-OBS/deciphered/0003/H_0003_60009_22.png
3,HUST-OBS/deciphered/0003/H_0003_60009_23.png
3,HUST-OBS/deciphered/0003/H_0003_60009_3.png
3,HUST-OBS/deciphered/0003/H_0003_60009_4.png
3,HUST-OBS/deciphered/0003/H_0003_60009_5.png
3,HUST-OBS/deciphered/0003/H_0003_60009_6.png
3,HUST-OBS/deciphered/0003/H_0003_60009_7.png
3,HUST-OBS/deciphered/0003/H_0003_60009_8.png
3,HUST-OBS/deciphered/0003/H_0003_60009_9.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_0.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_1.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_10.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_11.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_12.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_13.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_14.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_15.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_16.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_17.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_18.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_19.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_2.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_20.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_3.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_4.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_5.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_6.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_7.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_8.png
5,HUST-OBS/deciphered/0005/H_0005_60DFE_9.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_0.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_1.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_10.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_11.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_12.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_13.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_14.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_15.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_16.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_17.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_18.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_19.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_2.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_20.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_3.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_4.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_5.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_6.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_7.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_8.png
8,HUST-OBS/deciphered/0008/H_0008_60BCB_9.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_0.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_1.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_10.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_11.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_12.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_13.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_14.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_15.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_16.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_17.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_18.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_19.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_2.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_20.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_21.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_22.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_3.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_4.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_5.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_6.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_7.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_8.png
9,HUST-OBS/deciphered/0009/H_0009_603E9_9.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_0.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_1.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_10.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_11.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_12.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_13.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_14.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_15.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_16.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_17.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_18.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_19.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_2.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_20.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_21.png
10,HUST-OBS/deciphered/0010/H_0010_604B4_3.png
